ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/CmjFcq7IsVb/,"El que és una veritat com un temple és que ""En ja que neixen estrellats""  veritat equip de @jocdecartestv3","El que és una veritat com un temple és que ""En ja que neixen estrellats""  veritat equip de @jocdecartestv3",,"@canmauri @jocdecartestv3 #timo Acabamos de comer el dia de Navidad con la familia y hemos salido muy decepcionados: entrantes pobres y escasos, pan con jamon duro, la escudella insipida, ensalada justita, los canelones buenos, pero sólo dos, la tarrina de xai no era tarrina, era xai al horno. El jobarro acompañaba una galleta muy rancia, inconmiblr El red velvet seco. Ni un triste turron. Para no volver",Jo em vaig adormir! El miraré a la carta!!,,Bones festes equip desde Linyola,També el vaig veure .,Molt bona feina,No m'ho vaig perdre   Bones Festes  Des de Lleida
JDC COMMENTS,https://www.instagram.com/p/CmtTIkKIToB/,Joc de cartes una decepció !!!!,Joc de cartes una decepció !!!!,No pot ser que un plat basc doni la victòria final. Vol dir que un sushi o un ànec lacat també ho podria haver fet. No representa la gastronomia de la Cerdanya.,Pensava que tots tindrien trinxat...,Qui ha fet aquesta sel.lecció d'avui ???!!! ‍♂️,"Haurà trinxat, segur!",@ahmedkhkhallouf,@sannngu @despeluzland,Quines ganes!!!!!!,Riurem
JDC COMMENTS,https://www.instagram.com/p/Cmuf-UAorS0/,"Curiós posar maduixes a la crema de pèsols. El que no entenc és el tip de riure que es van fer el Marc i la Miren. Si has demanat aquest plat, perquè et fa tanta gràcia? Per estratègia, suposo Com es nota que no pagues tú, nena.","Curiós posar maduixes a la crema de pèsols. El que no entenc és el tip de riure que es van fer el Marc i la Miren. Si has demanat aquest plat, perquè et fa tanta gràcia? Per estratègia, suposo Com es nota que no pagues tú, nena.",Todos mos platos me han parecido muy apetecibles…. Con ganas de ir,El trinxat es veu impresionant.,Doncs jo l’he menjat i a mi m’encanta. Però el plat estrella de Cal Cebes és l’arròs de muntanta… insuperable!!!,S'ha de tastar...potser refresca?,,,,
JDC COMMENTS,https://www.instagram.com/p/CmufLwmI39n/,Marc ...auries de dir quelcom...,Marc ...auries de dir quelcom...,Joc de cartes..aquet cop joc brut,El Gat Negre .... Que prengui nota dels consells del Marc. Porque tela marinera.,No busqueu el millor restaurant. Busqueu espectacle Tele 5,"Cal Cebes ,El Gat Negre i Paller Queixans anirem de segurs....","Marededéu quin prepotència de senyora, amb la mirada ho deia tot, !!! No tot s'hi val  menys fums i més empàtica, jugar s'ha de jugar però amb coherència i respecte",,,
JDC COMMENTS,https://www.instagram.com/p/Cmq1JPyIiAW/,"el gat negre, un lloc on l.amo es un maleducat, ho dic per experiència","el gat negre, un lloc on l.amo es un maleducat, ho dic per experiència",La escridassada del tot surrealista del play mòbil culturista va ser fora de lloc com real . És ven cert  caure en gràcia que ser graciós  veritat Marc..,,P,,,,,
JDC COMMENTS,https://www.instagram.com/p/Cmci4Prssg-/,Antonio una gran abraçada @palermo.restaurant,Antonio una gran abraçada @palermo.restaurant,Q gran sou,Ànims Antoni ❤️ Bones Festes,Ánims i endavant,@palermo.restaurant  es el millo restaurant de Lleida ❤️ el Serveix es molt atent lo menjaa está increibolllll y lo Antonio y la Carme son maravillos! Quan estic al Palermo estic com a casa ❤️,Molt bo el guanyador....,Molt bona feina,@laura.lleida una abraçada Laura ✨,@jeennifeermc una abraçada Jenni … !!!
JDC COMMENTS,https://www.instagram.com/p/CmckSBXs0rT/,Pues se ve muy bueno,Pues se ve muy bueno,Hagués tingut que guanyar la noia; senzill i bo; el del centre de Lleida massa cregut,Molt be❤️,"Paella de Lleida diu que l""ha inventat ell?  La meva àvia ya la feien cuan yo era petita  i això fa dies","El Mateu ho ha fet molt bé, és un entusiasta de la seva feina i riure's de com parla una persona diu molt poc de qui ho fa",Lamentable...le están dando pata el pelo,La noia molt bé,"Marc, targeta o efectivo?",
JDC COMMENTS,https://www.instagram.com/p/CmcjJOSJxYJ/,Vindre,Vindre,La millor,❤️❤️❤️❤️,Segur que si,,Pues tenía molt bona pinta tot. Jo aniré. Quins cargols,@vitorio_testa esto es lo que quiere el programa que se cree polémica y así se les Ace propaganda gratuita..lamentable,@charolleida de que coño me estas hablando??,
JDC COMMENTS,https://www.instagram.com/p/CmgPTNFBn6p/,,,Felicidades familia lo tenéis muy merecido,,Quina bona pinta la carn a la brasa,,Moltes felicitatssssss!!!!!!,@locellerdecalhereu enhorabona.,,
JDC COMMENTS,https://www.instagram.com/p/Cmgg4xcIKy6/,Un comentari pèssim de Marc Ribes a Caravista el qual no reflexa el triomf que ha obtingut Mateu Blanch al atorgar-li el premi nacional Gorro Blanco per excel·lent innovació i promoció de la cuina de qualitat. En Marc Ribes sap de cuina? O bé també juga les seves cartes?,Un comentari pèssim de Marc Ribes a Caravista el qual no reflexa el triomf que ha obtingut Mateu Blanch al atorgar-li el premi nacional Gorro Blanco per excel·lent innovació i promoció de la cuina de qualitat. En Marc Ribes sap de cuina? O bé també juga les seves cartes?,"@canmauri Permet l'ús del text de manera anònima per a millorar el servei de traducció
Acabem de menjar el dia de Nadal amb la família i hem sortit molt decebuts: entrants pobres i escassos, pa amb pernil dur, la escudella insípida, amanida justita, els canelons bons, però només dos, la terrina de xai no era terrina, era xai al forn. El llobarro acompanyava una galeta molt rància, immenjable.El xarxa velvet sec. Ni un trist torró. Per a no tornar",Ben guanyat está molt igual AMB la noia,"mare meva, que un personatge com el Vinyals guanyi el programa.  Els qui el coneixem sabem que es Una persona  violenta i sense escrupuls.  Heu vist quina mirada te?",no gràcies,,"Doncs ben justet,voleu dir que en Marc sap algo de cuina","Un exemple de savoir faire en Bernat, en canvi el del restaurant al centre, un ignorant.",
JDC COMMENTS,https://www.instagram.com/p/CmcWpSqoB2s/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/CmYvSu2o9yh/,,,Al tanto amb el,Doncs a veure si estaran tots a l'alçada!,❤️,@lola_0921 res de mateixa lliga,@mercemp66 gràcies de totes maneres! Veig que la pròpia plataforma no mira els comentaris....quin desastre.....,,,
JDC COMMENTS,https://www.instagram.com/p/CmcfXWhP3U1/,al pla del bosc no es menja aixo ni de conya,al pla del bosc no es menja aixo ni de conya,"Precios lloc i estupenda persona, I molt bona pinta el menjar",,,Tipa i farta de tant pop,"Clar guanyador, tot un senyor !!","Felicitar als propietaris del lo celler de cal hereu,si passo per Lleida,provarem els peus de ministre a la brasa.",ADORO! Aquest home val el seu pes en or,Eeep
JDC COMMENTS,https://www.instagram.com/p/CmchR_HtcCU/,"Tots els restaurants valien la pena… educació, poc joc brut i en definitiva un dels programes que més m’han agradat","Tots els restaurants valien la pena… educació, poc joc brut i en definitiva un dels programes que més m’han agradat",Vaig Fer la comunio del meu fill.i tornaría a repetir.per mi Palermo i l.Antonio el millor,"A mi no em va agradar, com que no em cansaré ni faré la comunió no em veuran",Molt bé .. algun dia vindré,Antonio!!! Ho vas fer súper bé ❤️,,,,
JDC COMMENTS,https://www.instagram.com/p/CmMsPMOMsEX/,"Estuve anoche cenando, tenía muchas ganas de ir después de verlo en el programa. Ha sido la peor experiencia gastronómica de mi vida, me fui en el 5 plato. Sólo acabe el primero y forzándome. Los demás los devolví enteros, lo intenté pero me daban arcadas. HORRIBLE","Estuve anoche cenando, tenía muchas ganas de ir después de verlo en el programa. Ha sido la peor experiencia gastronómica de mi vida, me fui en el 5 plato. Sólo acabe el primero y forzándome. Los demás los devolví enteros, lo intenté pero me daban arcadas. HORRIBLE",Vaya  de programa,Ben merescut!!!,"Felicitats  , premio molt molt molt merescut❤️",Enhorabona,"Felicidades amigo,sin ti creo q no lo hubiesen conseguido,eres un gran atrapador de culos sentados mirándote sin perder ni un segundo a tus palabras,ni a tu manera de expresarte, gracias por existir",,Ets un crack Marc,"Enhorabona, m' encanta el programa, sempre és molt variat"
JDC COMMENTS,https://www.instagram.com/p/CmWK-9MNI2x/,Me gusto mucho este episodio,Me gusto mucho este episodio,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/CmOgwfLsyQj/,"Estuve anoche cenando en comida Codac, la peor experiencia gastronómica de mi vida. Después de verlo en el programa tenía muchas ganas de ir, y todavía estoy en shock, tengo el estómago dañado. Platos incomibles, era un menú cerrado de 9 platos y me tuve que ir al 5. Llegué a casa con náuseas y he pasado muy mala noche. HORRIBLE.","Estuve anoche cenando en comida Codac, la peor experiencia gastronómica de mi vida. Después de verlo en el programa tenía muchas ganas de ir, y todavía estoy en shock, tengo el estómago dañado. Platos incomibles, era un menú cerrado de 9 platos y me tuve que ir al 5. Llegué a casa con náuseas y he pasado muy mala noche. HORRIBLE.","Jo que vaig conèixer el Reno, Via veneto, Angel Pastor en Tomàs, en Monje pare he etc.. ... No he vist  encara un bon cuiner de veritat, si en Julia aixequés el cap, el orotawa etc.....",Un gran programa,,Ha estat un gust veure com cuinava!,Felicitats,"El Post un despropòsit al igual que tots els programes que fa l'equip de realització i el barrufet culturista, a veure si Màster Chef se'l emporta i podem gaudir de gastronomia catalana que en tenim molta i molt bona..","Ja era hora de veure un programa de bons professionals! Educació, ofici i bones formes...sense marranades, ni descalificacions infantils!!  Programa adult i serio que ja tocava... Felicitats a tots!","Enhorabona Miquel. Uns postres, brutals"
JDC COMMENTS,https://www.instagram.com/p/CnWm1DCsjOs/,,,@miquel_sole16 pero bueno hahahahaha,En el programa sempre hi ha un que es un cretí.,Ho miraré com tots els altres..ens agrada moltíssim,Nosaltres ens hi hem casat Al Celler de ca l'Hereu ganes de veureu's aquesta nit ❤️❤️,@marti_font97 jajajaja i en aquest el veuras jajajajaj,@marti_font97 i a més guanya,,
JDC COMMENTS,https://www.instagram.com/p/CnSrBC3MqFX/,então e a comida a sério vêm ou não??,então e a comida a sério vêm ou não??,"Ya me lo anoté para ir a probarlo . Enhorabuena al programa, al ganador y a todos los demás.",Hola! Disfrutu moltissim amb Joc de cartes però ahir em vaig quedar amb moltes ganes de discrapar amb en Marc. Parlaven dels ous en llivertat o de granja per el color del ou en aquest cas groc mes aviat tirant a color taronja. Tenim gallines a casa i mai de la vida han menhat colorant ni res estrany per modificar el color i estem ogullosissims del color taronja dels nostres ous ecologics total... tenia moltes ganes de dir ho felicitats per el maravellós programa,Brutals ❤️,M'encanteria!!!,,"Comida Codac. Per treurars el barret devant d’aquest CHEF especial.
M’agradat molt.",Buaaaa!! Brutals!! I tant que ens agradaria probar-los!!! Aquest noi és un crack!,❤️❤️❤️❤️
JDC COMMENTS,https://www.instagram.com/p/CnSrhA5Iycx/,"Un Pocasolta de cuidado, no hi ha dret","Un Pocasolta de cuidado, no hi ha dret","Em sap greu per l’Alex xq sembla molt bon noi, pero les camares li han jugat una mala passada, no crec que hago fet rrs amb mala fe","A volgut anar de super cuiner,i encara li falta una mica de mon! Va votar reventat perqué eran tres bons contrincants! No a sapigut tenir humiltat i reconeixer que no estaba al mateix nivell! De tot s apren a la vida!! Els Altres han sigut molt bons participants,amb saber estar!",Retratado!!,"Es curiós perquè veient les valoracions al googlemaps, el de cal trapella, és el que té més bona valoració",Mireu... No més com parlava dels ous i la seva qualitat jo ja no menjo a on ell cuini...,Poca vergonya....,@arantzavila Tota la raó.,
JDC COMMENTS,https://www.instagram.com/p/CnkwBIBo3xp/,No opineu sense provar el restaurant. Jo he anat varis cops i puc dir amb certesa de que es menja molt bé i tot l'equip trapella són encantadors.,No opineu sense provar el restaurant. Jo he anat varis cops i puc dir amb certesa de que es menja molt bé i tot l'equip trapella són encantadors.,Trapella o estratega?  Quin bròquil més vistós!!!!,Si realment aprecieu la cuina i el sector de la hostaleria deixeu de manipular els programes d'aquesta manera perquè aixo pot fer molt mal el negoci d'un sector que s'ha vist molt perjudicar després d'aquests temps de pandemia. MEnys tv i mes experièncias reals per poder opinar amb criteri,❤️,"Com sempre el mes critic, es el pitxor. Menteix en el que diu, puntua per fer mal. Els seus plats molt que desitjar i cars. Fest ho mirar noi",brutal,no podia parar de riure veient les cares dels participants  Quin desastre !!!!,Vaya terrorista de la gastronomia,Sin duda el más flojo de los 4
JDC COMMENTS,https://www.instagram.com/p/CnjozxlIEdF/,Espectacular desitjant anarhi….,Espectacular desitjant anarhi….,"Es curiós perquè veient les valoracions al googlemaps, el de cal trapella, és el que té més bona valoració.",Felicitats Miquel!!!,"A veure si tenim sort i els de Màster Chef se'l emportem i el perdem de vista, #marcribas mira què n'és d'enpalagos..",,Felicitsts,"Ha fet una aposta al  presentar se al programa i li ha sortit bé. Dins de que el restaurant encara està per obrir i s'ho està fent ell, el concepte de cuina ha agradat a tots, per tant, és el guanyador. No hi ha res més a dir. Estic segura que amb la inversió que està fent al restaurant li aniran molt bé aquests 5.000 euros. Et desitjo moltíssima sort Miquel!",,@danielurenya esq cal trapella fan molt bon menjar ! No us deixeu enganyar per la tv!!!
JDC COMMENTS,https://www.instagram.com/p/CnhigO9I0vA/,Creia q tv3 fugia d aquest tipus de comportaments que es veuen cada setmana en aquest programa….,Creia q tv3 fugia d aquest tipus de comportaments que es veuen cada setmana en aquest programa….,"Els concursants han estat especialment durs amb @vinyesdelilith però en algunes coses hi coincideixo i crec que li poden servir per continuar creixent (manca d’explicacions pels nervis i manca de definició conceptual d’alguns plats). Dit això, crec que la Marta ha d’estar ben orgullosa del seu negoci i la representació que en va fer al programa marcada per la professionalitat i la humilitat. Segur que anirà molt lluny.",Fins i tot us vai enriure i no ho vau ni dissimular. Quina pena feu!!,@albertmaestreserra hahaha no pasa res!!!! Mil gràcies❤️,@elisaco81 moltisisiisismes gràcies!!!❤️,,,,
